county,precinct,candidate,votes,voteType,party,office
St. Joseph,"City of Sturgis, Precinct 1",Grant T. Baker,38,Total,Libertarian,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 2",Grant T. Baker,21,Total,Libertarian,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 3",Grant T. Baker,29,Total,Libertarian,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 4",Grant T. Baker,19,Total,Libertarian,Trustee of Mich State
St. Joseph,"City of Three Rivers, Precinct 1",Grant T. Baker,57,Total,Libertarian,Trustee of Mich State
St. Joseph,"City of Three Rivers, Precinct 2",Grant T. Baker,58,Total,Libertarian,Trustee of Mich State
St. Joseph,ALL,Janet M. Sanger,748,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Burr Oak Township, Precinct 1",Janet M. Sanger,41,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Colon Township, Precinct 1",Janet M. Sanger,52,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Constantine Township, Precinct 1",Janet M. Sanger,34,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Constantine Township, Precinct 2",Janet M. Sanger,18,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Fabius Township, Precinct 1",Janet M. Sanger,45,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Fawn River Township, Precinct 1",Janet M. Sanger,11,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Florence Township, Precinct 1",Janet M. Sanger,20,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Flowerfield Township, Precinct 1",Janet M. Sanger,17,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Leonidas Township, Precinct 1",Janet M. Sanger,9,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Lockport Township, Precinct 1",Janet M. Sanger,71,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Mendon Township, Precinct 1",Janet M. Sanger,36,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Mottville Township, Precinct 1",Janet M. Sanger,14,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Nottawa Township, Precinct 1",Janet M. Sanger,31,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Park Township, Precinct 1",Janet M. Sanger,31,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Sherman Township, Precinct 1",Janet M. Sanger,36,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Sturgis Township, Precinct 1",Janet M. Sanger,24,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"White Pigeon Township, Precinct 1",Janet M. Sanger,41,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 1",Janet M. Sanger,34,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 2",Janet M. Sanger,17,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 3",Janet M. Sanger,22,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 4",Janet M. Sanger,26,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"City of Three Rivers, Precinct 1",Janet M. Sanger,38,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"City of Three Rivers, Precinct 2",Janet M. Sanger,80,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,ALL,John Paul Sanger,505,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Burr Oak Township, Precinct 1",John Paul Sanger,29,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Colon Township, Precinct 1",John Paul Sanger,46,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Constantine Township, Precinct 1",John Paul Sanger,22,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Constantine Township, Precinct 2",John Paul Sanger,14,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Fabius Township, Precinct 1",John Paul Sanger,23,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Fawn River Township, Precinct 1",John Paul Sanger,18,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Florence Township, Precinct 1",John Paul Sanger,17,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Flowerfield Township, Precinct 1",John Paul Sanger,11,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Leonidas Township, Precinct 1",John Paul Sanger,9,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Lockport Township, Precinct 1",John Paul Sanger,46,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Mendon Township, Precinct 1",John Paul Sanger,19,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Mottville Township, Precinct 1",John Paul Sanger,16,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Nottawa Township, Precinct 1",John Paul Sanger,21,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Park Township, Precinct 1",John Paul Sanger,24,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Sherman Township, Precinct 1",John Paul Sanger,27,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"Sturgis Township, Precinct 1",John Paul Sanger,13,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"White Pigeon Township, Precinct 1",John Paul Sanger,33,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 1",John Paul Sanger,21,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 2",John Paul Sanger,10,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 3",John Paul Sanger,14,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 4",John Paul Sanger,18,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"City of Three Rivers, Precinct 1",John Paul Sanger,26,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,"City of Three Rivers, Precinct 2",John Paul Sanger,28,Total,U.S. Taxpayers,Trustee of Mich State
St. Joseph,ALL,John Anthony La Pietra,394,Total,Green,Trustee of Mich State
St. Joseph,"Burr Oak Township, Precinct 1",John Anthony La Pietra,20,Total,Green,Trustee of Mich State
St. Joseph,"Colon Township, Precinct 1",John Anthony La Pietra,16,Total,Green,Trustee of Mich State
St. Joseph,"Constantine Township, Precinct 1",John Anthony La Pietra,18,Total,Green,Trustee of Mich State
St. Joseph,"Constantine Township, Precinct 2",John Anthony La Pietra,15,Total,Green,Trustee of Mich State
St. Joseph,"Fabius Township, Precinct 1",John Anthony La Pietra,24,Total,Green,Trustee of Mich State
St. Joseph,"Fawn River Township, Precinct 1",John Anthony La Pietra,2,Total,Green,Trustee of Mich State
St. Joseph,"Florence Township, Precinct 1",John Anthony La Pietra,3,Total,Green,Trustee of Mich State
St. Joseph,"Flowerfield Township, Precinct 1",John Anthony La Pietra,7,Total,Green,Trustee of Mich State
St. Joseph,"Leonidas Township, Precinct 1",John Anthony La Pietra,8,Total,Green,Trustee of Mich State
St. Joseph,"Lockport Township, Precinct 1",John Anthony La Pietra,33,Total,Green,Trustee of Mich State
St. Joseph,"Mendon Township, Precinct 1",John Anthony La Pietra,18,Total,Green,Trustee of Mich State
St. Joseph,"Mottville Township, Precinct 1",John Anthony La Pietra,9,Total,Green,Trustee of Mich State
St. Joseph,"Nottawa Township, Precinct 1",John Anthony La Pietra,28,Total,Green,Trustee of Mich State
St. Joseph,"Park Township, Precinct 1",John Anthony La Pietra,11,Total,Green,Trustee of Mich State
St. Joseph,"Sherman Township, Precinct 1",John Anthony La Pietra,12,Total,Green,Trustee of Mich State
St. Joseph,"Sturgis Township, Precinct 1",John Anthony La Pietra,11,Total,Green,Trustee of Mich State
St. Joseph,"White Pigeon Township, Precinct 1",John Anthony La Pietra,24,Total,Green,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 1",John Anthony La Pietra,25,Total,Green,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 2",John Anthony La Pietra,18,Total,Green,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 3",John Anthony La Pietra,11,Total,Green,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 4",John Anthony La Pietra,9,Total,Green,Trustee of Mich State
St. Joseph,"City of Three Rivers, Precinct 1",John Anthony La Pietra,37,Total,Green,Trustee of Mich State
St. Joseph,"City of Three Rivers, Precinct 2",John Anthony La Pietra,35,Total,Green,Trustee of Mich State
St. Joseph,ALL,Write-in,153,Total,,Trustee of Mich State
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,1,Total,,Trustee of Mich State
St. Joseph,"Colon Township, Precinct 1",Write-in,8,Total,,Trustee of Mich State
St. Joseph,"Constantine Township, Precinct 1",Write-in,11,Total,,Trustee of Mich State
St. Joseph,"Constantine Township, Precinct 2",Write-in,2,Total,,Trustee of Mich State
St. Joseph,"Fabius Township, Precinct 1",Write-in,9,Total,,Trustee of Mich State
St. Joseph,"Fawn River Township, Precinct 1",Write-in,1,Total,,Trustee of Mich State
St. Joseph,"Florence Township, Precinct 1",Write-in,1,Total,,Trustee of Mich State
St. Joseph,"Flowerfield Township, Precinct 1",Write-in,5,Total,,Trustee of Mich State
St. Joseph,"Leonidas Township, Precinct 1",Write-in,5,Total,,Trustee of Mich State
St. Joseph,"Lockport Township, Precinct 1",Write-in,17,Total,,Trustee of Mich State
St. Joseph,"Mendon Township, Precinct 1",Write-in,6,Total,,Trustee of Mich State
St. Joseph,"Mottville Township, Precinct 1",Write-in,7,Total,,Trustee of Mich State
St. Joseph,"Nottawa Township, Precinct 1",Write-in,4,Total,,Trustee of Mich State
St. Joseph,"Park Township, Precinct 1",Write-in,4,Total,,Trustee of Mich State
St. Joseph,"Sherman Township, Precinct 1",Write-in,8,Total,,Trustee of Mich State
St. Joseph,"Sturgis Township, Precinct 1",Write-in,4,Total,,Trustee of Mich State
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,12,Total,,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 1",Write-in,7,Total,,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 2",Write-in,5,Total,,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 3",Write-in,5,Total,,Trustee of Mich State
St. Joseph,"City of Sturgis, Precinct 4",Write-in,6,Total,,Trustee of Mich State
St. Joseph,"City of Three Rivers, Precinct 1",Write-in,12,Total,,Trustee of Mich State
St. Joseph,"City of Three Rivers, Precinct 2",Write-in,13,Total,,Trustee of Mich State
St. Joseph,ALL,Rasha Demashkieh,7274,Total,Democrat,Governor of Wayne State
St. Joseph,"Burr Oak Township, Precinct 1",Rasha Demashkieh,212,Total,Democrat,Governor of Wayne State
St. Joseph,"Colon Township, Precinct 1",Rasha Demashkieh,319,Total,Democrat,Governor of Wayne State
St. Joseph,"Constantine Township, Precinct 1",Rasha Demashkieh,243,Total,Democrat,Governor of Wayne State
St. Joseph,"Constantine Township, Precinct 2",Rasha Demashkieh,159,Total,Democrat,Governor of Wayne State
St. Joseph,"Fabius Township, Precinct 1",Rasha Demashkieh,543,Total,Democrat,Governor of Wayne State
St. Joseph,"Fawn River Township, Precinct 1",Rasha Demashkieh,150,Total,Democrat,Governor of Wayne State
St. Joseph,"Florence Township, Precinct 1",Rasha Demashkieh,101,Total,Democrat,Governor of Wayne State
St. Joseph,"Flowerfield Township, Precinct 1",Rasha Demashkieh,219,Total,Democrat,Governor of Wayne State
St. Joseph,"Leonidas Township, Precinct 1",Rasha Demashkieh,97,Total,Democrat,Governor of Wayne State
St. Joseph,"Lockport Township, Precinct 1",Rasha Demashkieh,629,Total,Democrat,Governor of Wayne State
St. Joseph,"Mendon Township, Precinct 1",Rasha Demashkieh,400,Total,Democrat,Governor of Wayne State
St. Joseph,"Mottville Township, Precinct 1",Rasha Demashkieh,133,Total,Democrat,Governor of Wayne State
St. Joseph,"Nottawa Township, Precinct 1",Rasha Demashkieh,420,Total,Democrat,Governor of Wayne State
St. Joseph,"Park Township, Precinct 1",Rasha Demashkieh,326,Total,Democrat,Governor of Wayne State
St. Joseph,"Sherman Township, Precinct 1",Rasha Demashkieh,362,Total,Democrat,Governor of Wayne State
St. Joseph,"Sturgis Township, Precinct 1",Rasha Demashkieh,205,Total,Democrat,Governor of Wayne State
St. Joseph,"White Pigeon Township, Precinct 1",Rasha Demashkieh,395,Total,Democrat,Governor of Wayne State
St. Joseph,"City of Sturgis, Precinct 1",Rasha Demashkieh,406,Total,Democrat,Governor of Wayne State
St. Joseph,"City of Sturgis, Precinct 2",Rasha Demashkieh,225,Total,Democrat,Governor of Wayne State
St. Joseph,"City of Sturgis, Precinct 3",Rasha Demashkieh,203,Total,Democrat,Governor of Wayne State
St. Joseph,"City of Sturgis, Precinct 4",Rasha Demashkieh,319,Total,Democrat,Governor of Wayne State
St. Joseph,"City of Three Rivers, Precinct 1",Rasha Demashkieh,630,Total,Democrat,Governor of Wayne State
St. Joseph,"City of Three Rivers, Precinct 2",Rasha Demashkieh,578,Total,Democrat,Governor of Wayne State
St. Joseph,ALL,Mark T. Gaffney,7462,Total,Democrat,Governor of Wayne State
St. Joseph,"Burr Oak Township, Precinct 1",Mark T. Gaffney,233,Total,Democrat,Governor of Wayne State
St. Joseph,"Colon Township, Precinct 1",Mark T. Gaffney,339,Total,Democrat,Governor of Wayne State
St. Joseph,"Constantine Township, Precinct 1",Mark T. Gaffney,252,Total,Democrat,Governor of Wayne State
St. Joseph,"Constantine Township, Precinct 2",Mark T. Gaffney,161,Total,Democrat,Governor of Wayne State
St. Joseph,"Fabius Township, Precinct 1",Mark T. Gaffney,564,Total,Democrat,Governor of Wayne State
St. Joseph,"Fawn River Township, Precinct 1",Mark T. Gaffney,149,Total,Democrat,Governor of Wayne State
St. Joseph,"Florence Township, Precinct 1",Mark T. Gaffney,108,Total,Democrat,Governor of Wayne State
St. Joseph,"Flowerfield Township, Precinct 1",Mark T. Gaffney,234,Total,Democrat,Governor of Wayne State
St. Joseph,"Leonidas Township, Precinct 1",Mark T. Gaffney,100,Total,Democrat,Governor of Wayne State
St. Joseph,"Lockport Township, Precinct 1",Mark T. Gaffney,666,Total,Democrat,Governor of Wayne State
St. Joseph,"Mendon Township, Precinct 1",Mark T. Gaffney,423,Total,Democrat,Governor of Wayne State
St. Joseph,"Mottville Township, Precinct 1",Mark T. Gaffney,134,Total,Democrat,Governor of Wayne State
St. Joseph,"Nottawa Township, Precinct 1",Mark T. Gaffney,441,Total,Democrat,Governor of Wayne State
St. Joseph,"Park Township, Precinct 1",Mark T. Gaffney,339,Total,Democrat,Governor of Wayne State
St. Joseph,"Sherman Township, Precinct 1",Mark T. Gaffney,372,Total,Democrat,Governor of Wayne State
St. Joseph,"Sturgis Township, Precinct 1",Mark T. Gaffney,215,Total,Democrat,Governor of Wayne State
St. Joseph,"White Pigeon Township, Precinct 1",Mark T. Gaffney,412,Total,Democrat,Governor of Wayne State
St. Joseph,"City of Sturgis, Precinct 1",Mark T. Gaffney,403,Total,Democrat,Governor of Wayne State
St. Joseph,"City of Sturgis, Precinct 2",Mark T. Gaffney,214,Total,Democrat,Governor of Wayne State
St. Joseph,"City of Sturgis, Precinct 3",Mark T. Gaffney,192,Total,Democrat,Governor of Wayne State
St. Joseph,"City of Sturgis, Precinct 4",Mark T. Gaffney,316,Total,Democrat,Governor of Wayne State
St. Joseph,"City of Three Rivers, Precinct 1",Mark T. Gaffney,623,Total,Democrat,Governor of Wayne State
St. Joseph,"City of Three Rivers, Precinct 2",Mark T. Gaffney,572,Total,Democrat,Governor of Wayne State
St. Joseph,ALL,Michael Busuito,16908,Total,Republican,Governor of Wayne State
St. Joseph,"Burr Oak Township, Precinct 1",Michael Busuito,823,Total,Republican,Governor of Wayne State
St. Joseph,"Colon Township, Precinct 1",Michael Busuito,976,Total,Republican,Governor of Wayne State
St. Joseph,"Constantine Township, Precinct 1",Michael Busuito,696,Total,Republican,Governor of Wayne State
St. Joseph,"Constantine Township, Precinct 2",Michael Busuito,476,Total,Republican,Governor of Wayne State
St. Joseph,"Fabius Township, Precinct 1",Michael Busuito,1213,Total,Republican,Governor of Wayne State
St. Joseph,"Fawn River Township, Precinct 1",Michael Busuito,511,Total,Republican,Governor of Wayne State
St. Joseph,"Florence Township, Precinct 1",Michael Busuito,434,Total,Republican,Governor of Wayne State
St. Joseph,"Flowerfield Township, Precinct 1",Michael Busuito,621,Total,Republican,Governor of Wayne State
St. Joseph,"Leonidas Township, Precinct 1",Michael Busuito,377,Total,Republican,Governor of Wayne State
St. Joseph,"Lockport Township, Precinct 1",Michael Busuito,1122,Total,Republican,Governor of Wayne State
St. Joseph,"Mendon Township, Precinct 1",Michael Busuito,938,Total,Republican,Governor of Wayne State
St. Joseph,"Mottville Township, Precinct 1",Michael Busuito,473,Total,Republican,Governor of Wayne State
St. Joseph,"Nottawa Township, Precinct 1",Michael Busuito,1061,Total,Republican,Governor of Wayne State
St. Joseph,"Park Township, Precinct 1",Michael Busuito,819,Total,Republican,Governor of Wayne State
St. Joseph,"Sherman Township, Precinct 1",Michael Busuito,1146,Total,Republican,Governor of Wayne State
St. Joseph,"Sturgis Township, Precinct 1",Michael Busuito,571,Total,Republican,Governor of Wayne State
St. Joseph,"White Pigeon Township, Precinct 1",Michael Busuito,1231,Total,Republican,Governor of Wayne State
St. Joseph,"City of Sturgis, Precinct 1",Michael Busuito,761,Total,Republican,Governor of Wayne State
St. Joseph,"City of Sturgis, Precinct 2",Michael Busuito,330,Total,Republican,Governor of Wayne State
St. Joseph,"City of Sturgis, Precinct 3",Michael Busuito,391,Total,Republican,Governor of Wayne State
St. Joseph,"City of Sturgis, Precinct 4",Michael Busuito,500,Total,Republican,Governor of Wayne State
St. Joseph,"City of Three Rivers, Precinct 1",Michael Busuito,675,Total,Republican,Governor of Wayne State
St. Joseph,"City of Three Rivers, Precinct 2",Michael Busuito,763,Total,Republican,Governor of Wayne State
St. Joseph,ALL,Sunny Reddy,16536,Total,Republican,Governor of Wayne State
St. Joseph,"Burr Oak Township, Precinct 1",Sunny Reddy,789,Total,Republican,Governor of Wayne State
St. Joseph,"Colon Township, Precinct 1",Sunny Reddy,957,Total,Republican,Governor of Wayne State
St. Joseph,"Constantine Township, Precinct 1",Sunny Reddy,694,Total,Republican,Governor of Wayne State
St. Joseph,"Constantine Township, Precinct 2",Sunny Reddy,469,Total,Republican,Governor of Wayne State
St. Joseph,"Fabius Township, Precinct 1",Sunny Reddy,1172,Total,Republican,Governor of Wayne State
St. Joseph,"Fawn River Township, Precinct 1",Sunny Reddy,499,Total,Republican,Governor of Wayne State
St. Joseph,"Florence Township, Precinct 1",Sunny Reddy,425,Total,Republican,Governor of Wayne State
